story_id,source_set,batch,transformation,source_story,rewritten_story,Is_valid,rationale,started_at,finished_at,duration_seconds,input_tokens,output_tokens,total_tokens,estimated_cost_usd,validation_errors
62,all_none,dependency_prerequisite_all_none,PREREQUISITE_TRANSFORMATION,"As an Admin, I want to see key metrics about usage such as users, API usage, downloads, so that that I know how things are going.","As an Admin, I want user activity, API calls, and downloads to be captured as usage data so that key usage metrics can be reported accurately.",ok,"The generated story establishes the necessary availability of captured usage data before the admin can view metrics about users, API usage, and downloads.",2026-05-06T20:17:05.854493+00:00,2026-05-06T20:17:10.059851+00:00,4.205,948,225,1173,0.01149,[]
58,random,duplicate_paraphrase_random,PARAPHRASE_TRANSFORMATION,"As an owner, I want to view all the people in my organization and what roles they have, so that that I can change these if I want.","As an owner, I want to see everyone in my organization along with the roles assigned to them, so that I can modify those role assignments when I choose.",ok,"The rewritten story keeps the same role, objective, target information, and intended benefit while expressing the requirement in different wording.",2026-05-06T20:17:10.065334+00:00,2026-05-06T20:17:15.502062+00:00,5.437,910,295,1205,0.0134,[]
10,random,duplicate_paraphrase_random,PARAPHRASE_TRANSFORMATION,"As a Publisher, I want to permanently delete a data package, so that that it no longer takes up storage space.","As a Publisher, I want to remove a data package for good so that it no longer uses storage space.",ok,"The rewritten story keeps the same role, action, target object, and storage-space benefit while expressing the requirement with different wording.",2026-05-06T20:17:15.508746+00:00,2026-05-06T20:17:19.824089+00:00,4.316,903,169,1072,0.009585,[]
1,random,duplicate_paraphrase_random,PARAPHRASE_TRANSFORMATION,"As a Publisher, I want to publish a dataset, so that I can share the dataset publicly with everyone.","As a Publisher, I want to make a dataset available publicly so that everyone can access and use it.",ok,"The rewritten story keeps the same role, dataset publishing objective, and public sharing benefit while expressing the requirement in different wording.",2026-05-06T20:17:19.829456+00:00,2026-05-06T20:17:23.199245+00:00,3.369,901,137,1038,0.008615,[]
20,random,duplicate_paraphrase_random,PARAPHRASE_TRANSFORMATION,"As a Publisher, I want to be able to preview the views of the current data package using cli prior to publishing, so that that I can refine the json declarations of datapackage view section to achieve a great looking result.","As a Publisher, I want to use the CLI to preview the current data package views before publishing, so that I can adjust the JSON declarations in the datapackage view section and produce a polished result.",ok,"The rewritten story keeps the same role, CLI-based preview capability, pre-publishing context, and purpose of refining the datapackage view JSON declarations while using different wording.",2026-05-06T20:17:23.205621+00:00,2026-05-06T20:17:27.384975+00:00,4.18,924,203,1127,0.01071,[]
18,random,duplicate_paraphrase_random,PARAPHRASE_TRANSFORMATION,"As a Publisher, I want to be able to restore the deleted data package via cli, so that that it is back visible and available to view, download.","As a Publisher, I want to restore a deleted data package using the CLI so that it is visible again and available for viewing and downloading.",ok,"The rewritten story keeps the same role, objective, target data package, CLI access method, and outcome while expressing the requirement in cleaner alternative wording.",2026-05-06T20:17:27.389974+00:00,2026-05-06T20:17:31.114230+00:00,3.724,911,190,1101,0.010255,[]
17,random,duplicate_paraphrase_random,PARAPHRASE_TRANSFORMATION,"As a Publisher, I want to create a data package in the UI so that it is available and published.","As a Publisher, I want to use the UI to create a data package so that it becomes available and published.",ok,"The rewritten story keeps the same role, objective, interface context, and outcome while expressing the requirement in different wording.",2026-05-06T20:17:31.124769+00:00,2026-05-06T20:17:34.872162+00:00,3.748,901,165,1066,0.009455,[]
11,random,duplicate_paraphrase_random,PARAPHRASE_TRANSFORMATION,"As a Publisher, I want to validate the data I am about to publish to the registry, so that that I publish good data and know that I am doing.","As a Publisher, I want to check the data before I publish it to the registry, so that I can publish good data and understand what I am doing.",ok,"The rewritten story keeps the same role, action, target data, registry context, and intended benefit while expressing the requirement in different wording.",2026-05-06T20:17:34.877693+00:00,2026-05-06T20:17:39.624240+00:00,4.746,912,228,1140,0.0114,[]
9,random,duplicate_paraphrase_random,PARAPHRASE_TRANSFORMATION,"As a Publisher, I want to unpublish a data package, so that it is no longer visible to anyone.","As a Publisher, I want to remove a data package from publication so that no one can see it anymore.",ok,"The rewritten story keeps the same role, action, target object, and visibility outcome while expressing the requirement in different wording.",2026-05-06T20:17:39.631239+00:00,2026-05-06T20:17:42.506948+00:00,2.876,902,137,1039,0.00862,[]
48,random,duplicate_paraphrase_random,PARAPHRASE_TRANSFORMATION,"As a Consumer, I want to be notified of changes to a package I care about, so that that I can check out what has changed and take action.","As a Consumer, I want to receive alerts when a package I care about changes, so that I can review the updates and decide what action to take.",ok,"The rewritten story keeps the same role, package-change notification need, and intended benefit while expressing the requirement in different wording.",2026-05-06T20:17:42.512613+00:00,2026-05-06T20:17:47.347644+00:00,4.835,911,155,1066,0.009205,[]
8,random,duplicate_paraphrase_random,PARAPHRASE_TRANSFORMATION,"As a Publisher, I want to use a publish command to update a data package that is already in the registry, so that it appears there.","As a Publisher, I want to update an existing data package in the registry by running a publish command, so that it is displayed there.",ok,"The rewritten story keeps the same role, action, target data package, registry context, and intended visibility outcome while using different wording.",2026-05-06T20:17:47.578983+00:00,2026-05-06T20:17:51.214143+00:00,3.635,908,196,1104,0.01042,[]
52,random,duplicate_paraphrase_random,PARAPHRASE_TRANSFORMATION,"As a Consumer, I want to view a publisher's profile, so that that I can see who is behind a particular package or to see what other packages they produce.","As a Consumer, I want to open a publisher's profile so that I can identify who is responsible for a specific package and browse the other packages they publish.",ok,"The rewritten story keeps the same role, objective, target profile, and benefit while expressing the requirement in different wording.",2026-05-06T20:17:51.220781+00:00,2026-05-06T20:17:54.849835+00:00,3.628,913,165,1078,0.009515,[]
39,random,duplicate_paraphrase_random,PARAPHRASE_TRANSFORMATION,"As a Publisher, I want to tag datapackage to create a snapshot of data on the registry server, so that that consumers can refer to it.","As a Publisher, I want to apply a tag to a datapackage to capture a snapshot of the data on the registry server, so that consumers can reference it.",ok,"The rewritten story keeps the same role, action, target object, registry-server snapshot purpose, and consumer reference benefit while expressing the requirement in different wording.",2026-05-06T20:17:54.854837+00:00,2026-05-06T20:17:59.016237+00:00,4.161,909,216,1125,0.011025,[]
2,random,duplicate_paraphrase_random,PARAPHRASE_TRANSFORMATION,"As a Publisher, I want to sign up for an account, so that that I can publish my data package to the registry and to have a publisher account to publish my data package under.","As a Publisher, I want to create an account so that I can submit my data package to the registry and publish it under my publisher account.",ok,"The rewritten story keeps the same role, account sign-up objective, data package publishing target, and publisher-account benefit while expressing the requirement in different wording.",2026-05-06T20:17:59.021236+00:00,2026-05-06T20:18:03.382205+00:00,4.361,917,205,1122,0.010735,[]
65,random,duplicate_paraphrase_random,PARAPHRASE_TRANSFORMATION,"As a Publisher, I want to sign up for a given pricing plan, so that that I am entitled to what it allows.","As a Publisher, I want to enroll in a specific pricing plan so that I can access the benefits included with that plan.",ok,"The rewritten story keeps the same role, objective of joining a pricing plan, and benefit of receiving what the plan permits, while expressing the requirement in different wording.",2026-05-06T20:18:03.398717+00:00,2026-05-06T20:18:08.181704+00:00,4.783,905,212,1117,0.010885,[]
55,random,duplicate_paraphrase_random,PARAPHRASE_TRANSFORMATION,"As an Owner, I want to invite an existing user, so that the user can become a member of my publisher.","As an Owner, I want to send an invitation to a current user so that they can join my publisher as a member.",ok,"The rewritten story keeps the same role, action, target user, and intended outcome while expressing the requirement with different wording.",2026-05-06T20:18:08.198698+00:00,2026-05-06T20:18:10.956130+00:00,2.757,903,127,1030,0.008325,[]
16,random,duplicate_paraphrase_random,PARAPHRASE_TRANSFORMATION,"As a Publisher, I want to publish a data package in the UI, so that that it is available and published.","As a Publisher, I want to use the UI to publish a data package so that it becomes published and available.",ok,"The rewritten story preserves the same role, action, target object, UI context, and intended outcome while expressing the requirement with different wording.",2026-05-06T20:18:10.963130+00:00,2026-05-06T20:18:19.385498+00:00,8.422,903,168,1071,0.009555,[]
63,random,duplicate_paraphrase_random,PARAPHRASE_TRANSFORMATION,"As an Admin, I want to have a pricing plan and billing system, so that that I can charge users and make my platform sustainable.","As an Admin, I want a pricing plan with a billing system so that I can collect payments from users and keep my platform sustainable.",ok,"The rewritten story preserves the Admin role, the need for pricing and billing, and the benefit of charging users to sustain the platform while using different wording.",2026-05-06T20:18:19.388479+00:00,2026-05-06T20:18:23.190695+00:00,3.802,907,193,1100,0.010325,[]
19,random,duplicate_paraphrase_random,PARAPHRASE_TRANSFORMATION,"As a Publisher, I want to undelete the deleted data packages, so that that the deleted data packages is now visible again.","As a Publisher, I want to restore deleted data packages so that they are visible again.",ok,"The rewritten story keeps the same role, objective of undeleting/restoring deleted data packages, and benefit of making them visible again while using clearer alternative wording.",2026-05-06T20:18:23.197701+00:00,2026-05-06T20:18:27.986601+00:00,4.789,905,175,1080,0.009775,[]
22,random,duplicate_paraphrase_random,PARAPHRASE_TRANSFORMATION,"As a publisher, I want to show the world how my published data is, so that that it immediately catches consumer's attention.","As a publisher, I want to present my published data to the world so that it quickly attracts consumers' attention.",ok,"The rewritten story keeps the same publisher role, objective of showing published data publicly, and benefit of immediately drawing consumer attention while using different wording.",2026-05-06T20:18:27.992747+00:00,2026-05-06T20:18:32.622117+00:00,4.63,905,230,1135,0.011425,[]
0,random,duplicate_paraphrase_random,PARAPHRASE_TRANSFORMATION,"As a Publisher, I want to publish a dataset, so that I can view just the dataset with a few people.","As a Publisher, I want to release a dataset, so that I can view that specific dataset with a small group of people.",ok,"The rewritten story keeps the same role, intent to publish a dataset, and benefit of viewing only that dataset with a few people, while using different wording.",2026-05-06T20:18:32.635118+00:00,2026-05-06T20:18:38.535660+00:00,5.901,903,293,1196,0.013305,[]
58,random,conflict_policy_random_10,POLICY_TRANSFORMATION,"As an owner, I want to view all the people in my organization and what roles they have, so that that I can change these if I want.","As an owner, I want to view all the people in my organization and their roles, but require role changes to be approved by another owner before they take effect.",ok,"The generated story keeps the same organization role-management feature area but changes the governing approval rule, making role changes no longer something an owner can apply independently whenever they want.",2026-05-06T20:18:38.539661+00:00,2026-05-06T20:18:44.625520+00:00,6.086,900,299,1199,0.01347,[]
10,random,conflict_policy_random_10,POLICY_TRANSFORMATION,"As a Publisher, I want to permanently delete a data package, so that that it no longer takes up storage space.","As a Publisher, I want permanent deletion of a data package to be restricted to repository administrators after approval from the package owner, so that publishers cannot remove stored packages without oversight.",ok,"The generated story keeps the same data package deletion feature area but changes the governing access and approval rule, making it incompatible with publishers directly permanently deleting packages.",2026-05-06T20:18:44.630430+00:00,2026-05-06T20:18:51.548430+00:00,6.918,893,322,1215,0.014125,[]
1,random,conflict_policy_random_10,POLICY_TRANSFORMATION,"As a Publisher, I want to publish a dataset, so that I can share the dataset publicly with everyone.","As a Publisher, I want public dataset publishing to be allowed only after a Data Steward approves the dataset, so that public sharing is controlled before release.",ok,The generated story keeps the same dataset publishing feature area but introduces an approval rule that is materially incompatible with the source story's direct public publishing permission.,2026-05-06T20:18:51.555430+00:00,2026-05-06T20:18:56.447221+00:00,4.891,891,213,1104,0.010845,[]
20,random,conflict_policy_random_10,POLICY_TRANSFORMATION,"As a Publisher, I want to be able to preview the views of the current data package using cli prior to publishing, so that that I can refine the json declarations of datapackage view section to achieve a great looking result.","As a platform administrator, I want CLI previews of the current data package views before publishing to be available only to package administrators, so that publishers cannot access unpublished view renderings without elevated permission.",ok,"The generated story keeps the same CLI preview feature for unpublished data package views but changes the access-control rule so publishers are not allowed to preview them, making it materially incompatible with the source story.",2026-05-06T20:18:56.452362+00:00,2026-05-06T20:19:05.870232+00:00,9.418,914,497,1411,0.01948,[]
18,random,conflict_policy_random_10,POLICY_TRANSFORMATION,"As a Publisher, I want to be able to restore the deleted data package via cli, so that that it is back visible and available to view, download.","As a Publisher, I want deleted data packages to be restorable via cli only after an administrator approves the restore request, so that packages are not made visible and downloadable again without governance review.",ok,"The generated story keeps the same CLI restore workflow for deleted data packages but changes the governing rule from a publisher being able to restore directly to requiring administrator approval, making the permission policy materially incompatible.",2026-05-06T20:19:05.876301+00:00,2026-05-06T20:19:13.113607+00:00,7.238,901,366,1267,0.015485,[]
17,random,conflict_policy_random_10,POLICY_TRANSFORMATION,"As a Publisher, I want to create a data package in the UI so that it is available and published.","As a Publisher, I want data packages I create in the UI to remain in draft status until a Data Steward approves them for publication, so that only reviewed packages become available.",ok,The generated story keeps the same data-package creation and publishing workflow but introduces an approval rule that prevents Publishers from making UI-created packages immediately available and published.,2026-05-06T20:19:13.119021+00:00,2026-05-06T20:19:19.280116+00:00,6.161,891,305,1196,0.013605,[]
11,random,conflict_policy_random_10,POLICY_TRANSFORMATION,"As a Publisher, I want to validate the data I am about to publish to the registry, so that that I publish good data and know that I am doing.","As a Publisher, I want data validation before publishing to the registry to require approval from an independent registry reviewer, so that publishers cannot validate and approve their own submissions.",ok,The generated story keeps the same registry data validation topic but introduces an incompatible approval rule: publishers may no longer self-validate their own data before publication.,2026-05-06T20:19:19.285532+00:00,2026-05-06T20:19:24.008259+00:00,4.722,902,230,1132,0.01141,[]
9,random,conflict_policy_random_10,POLICY_TRANSFORMATION,"As a Publisher, I want to unpublish a data package, so that it is no longer visible to anyone.","As a Publisher, I want data packages to be unpublished only by repository administrators, so that publishers cannot remove visible data packages without authorized control.",ok,"The generated story keeps the same data package unpublishing feature area but changes the permission rule so publishers are not allowed to unpublish directly, which is materially incompatible with the source story.",2026-05-06T20:19:24.014121+00:00,2026-05-06T20:19:30.210308+00:00,6.196,892,311,1203,0.01379,[]
48,random,conflict_policy_random_10,POLICY_TRANSFORMATION,"As a Consumer, I want to be notified of changes to a package I care about, so that that I can check out what has changed and take action.","As a package owner, I want consumers to receive change notifications for my package only after I approve their watch request, so that I can control who is alerted about package updates.",ok,The generated story keeps the same package-change notification area but introduces an approval and ownership rule that is incompatible with consumers freely receiving notifications for any package they care about.,2026-05-06T20:19:30.215311+00:00,2026-05-06T20:19:38.594005+00:00,8.379,901,431,1332,0.017435,[]
8,random,conflict_policy_random_10,POLICY_TRANSFORMATION,"As a Publisher, I want to use a publish command to update a data package that is already in the registry, so that it appears there.","As a registry administrator, I want the publish command to refuse updates to data packages that are already in the registry unless a registry maintainer has approved the change, so that existing packages are not changed without review.",ok,"The generated story keeps the same publish-command and registry update context but changes the governing rule from publisher-driven updates to maintainer-approved updates, making the permission policy materially incompatible.",2026-05-06T20:19:38.599492+00:00,2026-05-06T20:19:46.598947+00:00,7.999,898,447,1345,0.0179,[]
52,random,conflict_state_condition_random_10,STATE_OR_CONDITION_TRANSFORMATION,"As a Consumer, I want to view a publisher's profile, so that that I can see who is behind a particular package or to see what other packages they produce.","As a Consumer, I want to view a publisher's profile only when the profile is public, so that I can see who is behind a particular package or what other packages they produce.",ok,"The generated story keeps the same consumer goal and publisher-profile feature area while making the viewing capability apply specifically to the public state of the profile, creating a clear state-based condition for when the story applies.",2026-05-08T13:56:54.432981+00:00,2026-05-08T13:57:11.975967+00:00,17.543,1086,665,1751,0.02538,[]
39,random,conflict_state_condition_random_10,STATE_OR_CONDITION_TRANSFORMATION,"As a Publisher, I want to tag datapackage to create a snapshot of data on the registry server, so that that consumers can refer to it.","As a Publisher, I want to tag a draft datapackage to create a snapshot of data on the registry server, so that consumers can refer to the draft version.",ok,"The generated story keeps the tagging and registry snapshot capability but changes the central datapackage state to draft, making the intended snapshot apply to a different lifecycle condition than a general consumable package.",2026-05-08T13:57:11.982892+00:00,2026-05-08T13:57:29.784399+00:00,17.801,1082,654,1736,0.02503,[]
2,random,conflict_state_condition_random_10,STATE_OR_CONDITION_TRANSFORMATION,"As a Publisher, I want to sign up for an account, so that that I can publish my data package to the registry and to have a publisher account to publish my data package under.","As a Publisher with an existing active account, I want to publish my data package to the registry under that account, so that my package is associated with my publisher profile.",ok,"The generated story stays in the publisher account and registry publishing workflow but changes the central account state from needing to sign up for a publisher account to already having an active account, making the stated conditions incompatible.",2026-05-08T13:57:29.791942+00:00,2026-05-08T13:57:44.256761+00:00,14.466,1090,538,1628,0.02159,[]
65,random,conflict_state_condition_random_10,STATE_OR_CONDITION_TRANSFORMATION,"As a Publisher, I want to sign up for a given pricing plan, so that that I am entitled to what it allows.","As a Publisher, I want to sign up for a given inactive pricing plan, so that I am entitled to what it allows if that plan is not currently offered.",ok,"The generated story keeps the same signup capability and pricing-plan subject, but changes the central plan condition to inactive rather than the normally available plan implied by signup, creating a materially different state under which the capability applies.",2026-05-08T13:57:44.259770+00:00,2026-05-08T13:57:56.509572+00:00,12.25,1078,458,1536,0.01913,[]
55,random,conflict_state_condition_random_10,STATE_OR_CONDITION_TRANSFORMATION,"As an Owner, I want to invite an existing user, so that the user can become a member of my publisher.","As an Owner, I want to invite a user who does not yet have an account, so that the user can become a member of my publisher after joining.",ok,"The generated story keeps the same owner invitation capability and publisher membership goal, but changes the central user condition from already existing in the system to not yet having an account, making the two invitation cases mutually incompatible.",2026-05-08T13:57:56.514573+00:00,2026-05-08T13:58:04.627118+00:00,8.113,1076,283,1359,0.01387,[]
16,random,conflict_state_condition_random_10,STATE_OR_CONDITION_TRANSFORMATION,"As a Publisher, I want to publish a data package in the UI, so that that it is available and published.","As a Publisher, I want to publish a data package in the UI as private, so that it is published but not publicly available.",ok,"The generated story keeps the same publisher role, UI workflow, and data package publishing capability, but changes the central availability state from publicly available to private/not publicly available, making the two stories materially incompatible.",2026-05-08T13:58:04.628586+00:00,2026-05-08T13:58:16.629099+00:00,12,1076,404,1480,0.0175,[]
63,random,conflict_state_condition_random_10,STATE_OR_CONDITION_TRANSFORMATION,"As an Admin, I want to have a pricing plan and billing system, so that that I can charge users and make my platform sustainable.","As an Admin, I want to have a pricing plan and billing system for users with expired subscriptions, so that I can charge them for renewal and keep my platform sustainable.",ok,"The generated story keeps the same pricing and billing feature area but changes the central billing condition to users whose subscriptions are expired, making the applicable subscription state materially different from a general active billing setup.",2026-05-08T13:58:16.637758+00:00,2026-05-08T13:58:35.298255+00:00,18.661,1080,654,1734,0.02502,[]
19,random,conflict_state_condition_random_10,STATE_OR_CONDITION_TRANSFORMATION,"As a Publisher, I want to undelete the deleted data packages, so that that the deleted data packages is now visible again.","As a Publisher, I want to undelete the deleted data packages so that the restored data packages remain hidden from public listings.",ok,"The generated story keeps the same publisher action and target object, but changes the resulting package state from visible again to hidden after restoration, making the two requirements materially incompatible.",2026-05-08T13:58:35.307615+00:00,2026-05-08T13:58:44.368033+00:00,9.06,1078,304,1382,0.01451,[]
22,random,conflict_state_condition_random_10,STATE_OR_CONDITION_TRANSFORMATION,"As a publisher, I want to show the world how my published data is, so that that it immediately catches consumer's attention.","As a publisher, I want to show the world how my draft data will look, so that it can catch consumers' attention before it is published.",ok,"The generated story keeps the same publisher goal of presenting data to attract consumer attention, but changes the central data state from published to draft, making the applicable condition materially incompatible with the source.",2026-05-08T13:58:44.372031+00:00,2026-05-08T13:58:50.803196+00:00,6.432,1078,246,1324,0.01277,[]
0,random,conflict_state_condition_random_10,STATE_OR_CONDITION_TRANSFORMATION,"As a Publisher, I want to publish a dataset, so that I can view just the dataset with a few people.","As a Publisher, I want to publish a dataset as public, so that anyone can view it.",ok,"The generated story keeps the same publishing capability and dataset target but changes the dataset visibility condition from limited to a few people to public, making the two stories materially incompatible.",2026-05-08T13:58:50.810727+00:00,2026-05-08T13:59:04.392610+00:00,13.582,1076,518,1594,0.02092,[]